label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0.0,0.0,0.0,-0.2128940009180519,-0.1187476709284272,-0.0898449374435071,-0.36608000630357,-0.4098425474297281,-0.1254437315411334,-0.4212227242332734,-0.7063477935523259,-0.15262264023424,-0.484036470031653,-0.938751251959022,-0.1778170851522012,-0.2555978583972835,-0.9278573369479284,-0.0629959225508488,-0.3090753406826098,-1.3021562155619086,-0.1218300403498997,-0.3417432667177837,-1.5331417891158483,-0.1739092997126622,-0.3655974543092679,-1.748140636758999,-0.2142367996147257,-0.1265107945361659,-0.9895010124099411,-0.0698767865999102,-0.1517491078172453,-1.415402626814375,-0.1192835653413364,-0.1677585562417009,-1.68598306150832,-0.1709273639600577,-0.1809604294265805,-1.9320560131566455,-0.2113620074699277,-0.0067084279938228,-0.957276407253638,-0.0904611349161466,-0.0137078896524775,-1.348706948232311,-0.1523489382826381,-0.0254100769354034,-1.599562200675216,-0.1998628388907357,-0.0387553338187629,-1.83008646082926,-0.2348679841326001,0.1145058877242371,-0.8593983913053855,-0.1196591592177395,0.1582171408909777,-1.1495667457188374,-0.1816310242916758,0.1928442113289266,-1.3426602554834135,-0.2115381996957926,0.2234498605727683,-1.5294651936597414,-0.2319952555630228
0,0.0,0.0,0.0,-0.2059179846038087,-0.1693436832950227,-0.0675872304377454,-0.3424618192844735,-0.4965854905892902,-0.0954865845637785,-0.3911906704603035,-0.7903132427925224,-0.120029794623783,-0.4515105674364197,-1.0115971915968858,-0.1448558161979531,-0.1976528236325779,-0.9652871234143832,-0.0459376021178958,-0.2395367303677426,-1.3303751678084523,-0.103798444188145,-0.2741365320548433,-1.5512078476535691,-0.1565154721111608,-0.3051412709371977,-1.7551923147496389,-0.198029852904697,-0.0692729986146318,-0.9955313646595348,-0.0641759584428719,-0.0841398192955576,-1.4160031966872586,-0.1141198128707412,-0.1033736567821036,-1.6779498783723636,-0.1664393492164187,-0.1259650470948451,-1.9104703776913805,-0.2072676405233853,0.0478017239889694,-0.9380511556152054,-0.0943777680646496,0.0562205678874979,-1.3253783304244162,-0.1530720314853689,0.0415344410726068,-1.5739108210856456,-0.1986879418276187,0.0176521141705659,-1.798706191925838,-0.2334994999603018,0.1609304278665778,-0.8115369481934837,-0.1314313330750069,0.2121711100626264,-1.0846084109915708,-0.188253895616963,0.2349115262442624,-1.2738599012652154,-0.2158671084320724,0.2453004921295775,-1.454940582570873,-0.2360566907293652
0,0.0,0.0,0.0,-0.2109316172429434,-0.1192212622513379,-0.1003148073781263,-0.360133550208621,-0.4022769787899602,-0.138146556152257,-0.4077606710749889,-0.7172037373931667,-0.1657968133437073,-0.450298892025727,-0.9778539895265076,-0.188389942793205,-0.266109519255757,-0.921443152014487,-0.0527479040254604,-0.3173027138635566,-1.295490968065658,-0.110441391000631,-0.3428598027370951,-1.529756692450184,-0.1639405009851538,-0.3583582009388868,-1.7461792030221135,-0.2054326121700345,-0.141396195938575,-0.9885953197031428,-0.0518305859038967,-0.1718731548175521,-1.402488944756192,-0.0989257661396822,-0.1840672469569071,-1.6683620946096147,-0.1498236692895226,-0.191769833894889,-1.907956688834083,-0.1900910799528301,-0.026084905933341,-0.9601311499216872,-0.0673885265215193,-0.0384603865313008,-1.3419517144337234,-0.1281151005099374,-0.0462801364006991,-1.5885756952975538,-0.1754331238627856,-0.0535934777193575,-1.8128195127213589,-0.2101456954402075,0.0958108629683682,-0.8685238477077976,-0.0931248630027562,0.1341145781378914,-1.1574413113392166,-0.155087790553476,0.1661876386789042,-1.347972176427799,-0.187106003953941,0.1950297659567229,-1.5323150092831872,-0.2089591774811049
0,0.0,0.0,0.0,-0.1956372205219491,-0.2059452910843847,-0.0726730495060494,-0.3185484033744487,-0.536681249323356,-0.1027833867550218,-0.3511570103554518,-0.8639715030332279,-0.129830279511837,-0.3473024000659526,-1.1329619904133077,-0.1528404797392248,-0.1616564808387082,-0.9736451755982238,-0.0136886987079263,-0.1817270136895999,-1.3246253239470958,-0.0665931426218692,-0.2032282660342635,-1.531887165393032,-0.1193542726655488,-0.223066354537889,-1.7253287332353329,-0.1611617945857578,-0.0337694266402717,-0.9991454521698092,-0.023832566642615,-0.0362699309326206,-1.3908452233054092,-0.0683946426466354,-0.0487840696043105,-1.635711372453882,-0.1179722002384226,-0.0674905817702537,-1.85711876938192,-0.1568401298934066,0.0797783851447348,-0.9431544060199082,-0.0491923272387894,0.0965520339318598,-1.307286237510395,-0.1027383638072114,0.0908191411206125,-1.541149687060397,-0.1413618125337199,0.069761746314546,-1.755705333681428,-0.1699449936759752,0.1915513676655229,-0.8207106155709809,-0.0828835943421074,0.2396630411700724,-1.0911117927725131,-0.1338143315587001,0.2530765121289016,-1.2751790733759072,-0.1576731013724428,0.2484801029250548,-1.4527595443019532,-0.1743078944562139
0,0.0,0.0,0.0,-0.2097309172311455,-0.1624834201697148,-0.0956582697559055,-0.3417840603951162,-0.4954870433778811,-0.1347741404631036,-0.3890915196085559,-0.8142421344579989,-0.1649758503997211,-0.4687051851469453,-1.039049514837027,-0.1952138389837203,-0.1736695553797014,-0.9667019845779816,-0.0759334455411929,-0.1992216743556921,-1.3543154680478444,-0.1381310550904204,-0.2131291846226592,-1.5997675494913737,-0.1910784724147521,-0.2176586967376393,-1.8244301758780088,-0.2329771677941175,-0.0258317362965269,-0.9962229386393436,-0.0829010128327584,-0.010489873657966,-1.4279689780987532,-0.135247282538416,0.0009301345504058,-1.7102001127182862,-0.1893912513028888,0.0133134522455182,-1.9671003289466449,-0.2326372277244383,0.1012546449704606,-0.9284879608638682,-0.103174453390792,0.137725851221718,-1.3181943500998967,-0.1715514035319063,0.1550328652132298,-1.5675232628457318,-0.222732886541394,0.1669647152964816,-1.802526372649074,-0.2605156103262168,0.2170172459499979,-0.789764800997054,-0.1316321030922878,0.2989414118680286,-1.0362821894023904,-0.201320564327733,0.3586122013925777,-1.196012708022831,-0.2338915648553148,0.4099284704593946,-1.3542818810004993,-0.2559040108493585
0,0.0,0.0,0.0,-0.2094038182209645,-0.1825666501757691,-0.0796488902647438,-0.3227062376743013,-0.5433703026435271,-0.1052586781876581,-0.3453671067108547,-0.8869438457757646,-0.1254832271058692,-0.4089089817548762,-1.1314604008820073,-0.14483495816383,-0.1788244511223271,-0.9771663980102469,-0.030799228545103,-0.1841125041371769,-1.3530905739000227,-0.0845189649737338,-0.1872475916492583,-1.5847690003755497,-0.137226768594704,-0.1873521891635628,-1.8023230123152845,-0.1790797738627049,-0.0497756461822139,-0.997993972629416,-0.0391205271245128,-0.0445230671305488,-1.4046476211591907,-0.0837429150173424,-0.0401259173625371,-1.6632955842396822,-0.1357990555999738,-0.0380708599981583,-1.8996825205258017,-0.1776620315854841,0.0608822399927953,-0.9348222430526814,-0.0621154278669039,0.0773537132870664,-1.3088710625401545,-0.11529234297781,0.0818856641151799,-1.5489324932871236,-0.1573350706024861,0.0796161413048047,-1.770086909781742,-0.1895621906217793,0.1682615211360961,-0.8114119738836827,-0.0941467189401451,0.1968249535840384,-1.1008129237740554,-0.1468646263059866,0.2107236523597956,-1.2944706605707852,-0.173877276445493,0.2190796964192175,-1.4840242625354088,-0.1939580734625344
0,0.0,0.0,0.0,-0.1908777752565773,-0.1457095635146697,-0.0797731354554208,-0.347169794540614,-0.4305449361254943,-0.1203348830538558,-0.4603967431043077,-0.6632082293618508,-0.1563568181337718,-0.5780490426478281,-0.7636265776900477,-0.1946829385126012,-0.1450705794371063,-0.9707890384484572,-0.0699422807458241,-0.1743818447086443,-1.3650727175747188,-0.1219907995949096,-0.1858726640799039,-1.6143819817925962,-0.1693840664004589,-0.1916345138394449,-1.8293259454868875,-0.2092135374537137,-0.0121385186687277,-0.996473088617584,-0.0830303560480256,0.0023798492535411,-1.4233297040647437,-0.1288261193311585,0.0119150921220781,-1.6977654424510218,-0.175663914663516,0.0165688214780456,-1.931105848852025,-0.2147565163497372,0.1074249889852727,-0.9365196053438236,-0.1083022344996531,0.1441257703701574,-1.320799103348718,-0.1673071453160509,0.152970530134421,-1.5627209312216348,-0.2179798602388344,0.1532799204410403,-1.774973674623969,-0.2572609656942174,0.2170341309225886,-0.8076861738454327,-0.1412699925654701,0.3165336177703713,-1.0542603445620595,-0.2024624483371126,0.3786254000550847,-1.2234917914167542,-0.2391298420116518,0.4296207266692294,-1.3843660356389034,-0.2669751181622767
0,0.0,0.0,0.0,-0.1953949033692866,-0.1679081439356222,-0.0890483431152336,-0.3212764704671108,-0.5097342601769614,-0.1267275668782786,-0.378590010491466,-0.8092119582945113,-0.1568411616286156,-0.4758912349245748,-0.988839227719976,-0.187747049065162,-0.1388303015602595,-0.9856603479635712,-0.064732055185008,-0.1459072249862585,-1.3842504243847775,-0.1214117212285533,-0.142586842609992,-1.6323033220473968,-0.1737462934096524,-0.1347815939470683,-1.853831598427728,-0.2153667472725883,-0.0048519167136879,-0.9973719054033718,-0.0722892883922008,0.0240313471119138,-1.4296911875875191,-0.1179294846504866,0.0455732040784743,-1.7016117234900938,-0.1669075768482116,0.0629787233787272,-1.9393627126128177,-0.2071791129233384,0.1080227614319053,-0.9246968170677048,-0.0934428471333397,0.1486556221067287,-1.3155013615879383,-0.1460469813073777,0.1648335240265049,-1.5569729435226958,-0.1872330191399494,0.1733276644024508,-1.7752401869718255,-0.2199925684912753,0.211352535201002,-0.7927705687377509,-0.1239578348272628,0.2678099893541731,-1.076439805273095,-0.1737793911811349,0.2996999597977269,-1.2668938673407015,-0.1984078922942147,0.3264516225812715,-1.4549140046829991,-0.2182770857270137
0,0.0,0.0,0.0,-0.1938854256566909,-0.1774476961243145,-0.0831691103585965,-0.2850362754910603,-0.5316205191763363,-0.1130976812732497,-0.2793751905303916,-0.8611998750622235,-0.1374541775120895,-0.3415338252607153,-1.0949366163559198,-0.1618118046930412,-0.1356143530296836,-0.9862352927639494,-0.0431520378054068,-0.1251946749136702,-1.3785448203983643,-0.1031121692636851,-0.1038221308823257,-1.617135976488162,-0.1602149529858339,-0.0761559968109832,-1.83405951546832,-0.2033566418845945,-0.0148085560136746,-0.99860029412541,-0.0507755772141955,0.0005675273143527,-1.4362937062084156,-0.097432205280716,0.0207439458429472,-1.7057815325122976,-0.1490471438111607,0.0426408357625523,-1.94472538832164,-0.1901920773016109,0.0862483185920511,-0.9283531614105284,-0.0731202591649561,0.1068509994839257,-1.3250267890290612,-0.1223669213775123,0.1204757675451625,-1.5718390717692712,-0.160664643843092,0.1337526166876003,-1.7939266980583617,-0.191364208839327,0.1910482003366042,-0.7957133917610719,-0.1056964298217233,0.207919183510771,-1.1017112680451673,-0.1519673905635554,0.2116813138525818,-1.2980211251510887,-0.1741077414759843,0.2126913479714589,-1.4887094802702592,-0.1920056457910177
0,0.0,0.0,0.0,-0.2002412470110772,-0.193411237034583,-0.0805174036667992,-0.2860134237490186,-0.5590210801249323,-0.1037173846903322,-0.2686732067463133,-0.895665577922382,-0.1224907113701881,-0.3035090546561064,-1.1604684737224131,-0.1401119720217014,-0.1383694785252409,-0.9816654076393412,-0.0183605662016224,-0.1231591049821207,-1.3524883462219564,-0.0718150990931542,-0.1019822255104013,-1.5826066019569185,-0.1279235603356756,-0.0760905634644595,-1.7977907171168337,-0.1718589028622108,-0.0187121285118243,-0.9994934224109436,-0.025744024623512,0.0003438453770843,-1.4149258297318643,-0.0672715031470337,0.0194078107793442,-1.6759932187976687,-0.120325313562552,0.0398721837449096,-1.9171215717492571,-0.1639860266812585,0.0782308169216994,-0.9354504859293772,-0.049521579787763,0.1039365711307344,-1.3210680290578678,-0.0966595508636468,0.1156599109139554,-1.5627049997736635,-0.1376895313931838,0.1270169029009188,-1.785617118647168,-0.1709025237594811,0.1804916938844779,-0.8091436710503087,-0.0837674456808453,0.1975190852000805,-1.1170680368329506,-0.1308088646856773,0.2013882394799567,-1.3174588092648885,-0.1562266746792771,0.2018393393783334,-1.5155223688877648,-0.1768865899871546
